RA,Fase,Turma,Nome,Ano nasc,Idade 22,Gênero,Ano ingresso,Instituição de ensino,Pedra 20,Pedra 21,Pedra 22,INDE 22,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,Rec Psicologia,IDA,Matem,Portug,Inglês,Indicado,Atingiu PV,IPV,IAN,Fase ideal,Defas,Destaque IEG,Destaque IDA,Destaque IPV
RA-49,5,A,Aluno-49,2005,17,Menina,2022,Escola Pública,,,Ágata,6.304,687,42,6,3,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase,Avaliador-31,,7.5,7.4,7.5,Sem limitações,3.9,1.5,4.2,6.2,Não,Não,7.042,5.0,Fase 7 (3º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-50,5,A,Aluno-50,2004,18,Menina,2022,Escola Pública,,,Ametista,7.138,445,28,4,3,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase,Avaliador-31,,7.5,8.4,7.5,Sem limitações,7.8,6.5,7.3,9.7,Não,Não,7.542,2.5,Fase 8 (Universitários),-3,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-51,5,B,Aluno-51,2005,17,Menina,2022,Escola Pública,,,Ágata,6.488,645,39,13,3,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Mantido na Fase atual,Avaliador-31,,8.8,7.6,7.5,Não atendido,5.0,4.5,4.5,6.0,Não,Não,6.5,5.0,Fase 7 (3º EM),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-52,5,B,Aluno-52,2009,13,Menino,2018,Rede Decisão,Topázio,Ametista,Ametista,7.861,183,12,5,3,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,,9.6,8.9,7.5,Não atendido,6.2,3.3,6.3,8.8,Não,Não,7.5,10.0,Fase 3 (7º e 8º ano),2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-53,5,B,Aluno-53,2005,17,Menino,2022,Escola Pública,,,Ágata,6.725,579,32,11,3,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Alocado em Fase anterior,Avaliador-31,,9.2,7.0,7.5,Não atendido,7.0,6.0,8.0,,Não,Não,6.458,5.0,Fase 7 (3º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-54,5,B,Aluno-54,2006,16,Menina,2022,Escola Pública,,,Ágata,6.058,716,45,14,3,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Alocado em Fase anterior,Avaliador-31,,7.9,6.9,7.5,Não atendido,4.8,3.0,6.5,,Não,Não,6.125,5.0,Fase 6 (2º EM),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-55,5,B,Aluno-55,2006,16,Menina,2017,Escola Pública,Ametista,Ametista,Ágata,6.576,634,38,12,3,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase,Avaliador-31,,7.1,7.6,5.6,Requer avaliação,7.5,6.7,7.8,7.9,Não,Não,6.5,5.0,Fase 6 (2º EM),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-56,5,B,Aluno-56,2007,15,Menina,2019,Rede Decisão,Topázio,Topázio,Topázio,8.404,46,7,1,3,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,,10.0,10.0,7.5,Sem limitações,7.0,4.5,6.5,10.0,Não,Não,8.25,10.0,Fase 5 (1º EM),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-57,5,B,Aluno-57,2006,16,Menino,2017,Rede Decisão,Ametista,Ametista,Ametista,7.305,388,25,10,3,Avaliador-5,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-24,Mantido na Fase + Bolsa,Avaliador-31,,7.1,8.1,5.6,Requer avaliação,8.4,9.0,7.0,9.3,Não,Não,7.875,5.0,Fase 6 (2º EM),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-58,5,B,Aluno-58,2007,15,Menino,2017,Rede Decisão,Topázio,Topázio,Topázio,8.136,103,9,3,3,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,,9.6,9.2,6.3,Sem limitações,7.2,4.5,8.0,9.0,Não,Não,8.125,10.0,Fase 5 (1º EM),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-59,5,B,Aluno-59,2005,17,Menino,2022,Escola Pública,,,Ametista,7.642,257,15,7,3,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Mantido na Fase atual,Avaliador-31,,9.2,9.3,7.5,Não atendido,7.2,7.0,5.7,8.8,Não,Não,7.917,5.0,Fase 7 (3º EM),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-60,5,B,Aluno-60,2004,18,Menina,2021,Escola Pública,,Quartzo,Quartzo,5.537,787,53,16,3,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Alocado em Fase anterior,Avaliador-31,,6.7,6.0,7.5,Não atendido,4.9,5.0,6.2,3.5,Não,Não,6.167,2.5,Fase 8 (Universitários),-3,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-61,5,B,Aluno-61,2007,15,Menino,2021,Escola Pública,,Ágata,Ametista,7.533,298,20,8,3,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,,9.2,7.4,7.5,Não atendido,5.8,1.7,6.3,9.3,Sim,Não,7.875,10.0,Fase 5 (1º EM),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-62,5,B,Aluno-62,2005,17,Menino,2022,Escola Pública,,,Ametista,7.891,173,11,4,3,Avaliador-5,Promovido de Fase,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-24,Mantido na Fase atual,Avaliador-31,,8.8,9.4,7.5,Não atendido,9.3,8.5,10.0,,Sim,Não,7.25,5.0,Fase 7 (3º EM),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-63,5,B,Aluno-63,2006,16,Menino,2018,Rede Decisão,Ametista,Ametista,Topázio,8.282,64,8,2,3,Avaliador-5,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,,8.3,9.1,8.8,Sem limitações,8.7,8.2,8.2,9.7,Não,Sim,9.417,5.0,Fase 6 (2º EM),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-64,5,B,Aluno-64,2006,16,Menino,2019,Escola Pública,Ametista,Topázio,Ametista,7.368,372,23,9,3,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,,7.1,8.1,8.1,Sem limitações,7.5,4.8,8.2,9.4,Sim,Não,8.25,5.0,Fase 6 (2º EM),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-65,5,B,Aluno-65,2005,17,Menina,2022,Escola Pública,,,Ametista,7.712,232,13,6,3,Avaliador-5,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,,8.3,7.7,7.5,Não atendido,9.3,9.0,9.5,9.5,Sim,Não,7.875,5.0,Fase 7 (3º EM),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-66,5,B,Aluno-66,2005,17,Menina,2022,Escola Pública,,,Quartzo,5.665,768,50,15,3,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Alocado em Fase anterior,Avaliador-31,,7.5,5.6,7.5,Não atendido,4.5,3.0,6.0,,Não,Não,5.917,5.0,Fase 7 (3º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-67,5,C,Aluno-67,2006,16,Menina,2019,Escola Pública,Ágata,Ágata,Quartzo,5.195,812,56,6,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-28,Promovido de Fase,Avaliador-31,Mantido na Fase atual,5.8,3.0,7.5,Não atendido,3.6,3.0,4.2,3.5,Não,Não,6.889,5.0,Fase 6 (2º EM),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-68,5,C,Aluno-68,2006,16,Menino,2019,Escola Pública,Ametista,Ágata,Ágata,6.438,653,40,2,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-28,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,8.3,6.0,7.5,Não atendido,4.0,4.7,4.8,2.7,Sim,Não,7.944,5.0,Fase 6 (2º EM),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-69,5,C,Aluno-69,2006,16,Menino,2018,Escola Pública,Ametista,Ametista,Quartzo,5.718,756,47,3,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-28,Alocado em Fase anterior,Avaliador-31,Alocado em Fase anterior,8.3,6.1,7.5,Sem limitações,2.5,4.7,2.6,0.3,Não,Não,6.167,5.0,Fase 6 (2º EM),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-70,5,C,Aluno-70,2006,16,Menina,2017,Escola Pública,Ágata,Quartzo,Quartzo,5.712,757,48,4,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-28,Mantido na Fase atual,Avaliador-31,Promovido de Fase,8.8,6.6,5.0,Sem limitações,2.9,5.7,2.9,0.2,Não,Não,6.111,5.0,Fase 6 (2º EM),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-71,5,C,Aluno-71,2005,17,Menina,2019,Escola Pública,Ágata,Ametista,Quartzo,4.332,846,58,8,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-28,Mantido na Fase atual,Avaliador-31,Alocado em Fase anterior,7.9,2.0,7.5,Não atendido,1.2,1.3,2.2,0.0,Não,Não,5.833,5.0,Fase 7 (3º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-72,5,C,Aluno-72,2005,17,Menina,2022,Escola Pública,,,Ametista,7.64,259,16,1,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-28,Promovido de Fase + Bolsa,Avaliador-31,Promovido de Fase,8.3,7.5,7.5,Não atendido,7.8,7.5,7.8,8.0,Sim,Sim,8.667,5.0,Fase 7 (3º EM),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-73,5,C,Aluno-73,2005,17,Menina,2022,Escola Pública,,,Quartzo,5.271,804,55,5,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-28,Mantido na Fase atual,Avaliador-31,Alocado em Fase anterior,7.1,3.0,7.5,Não atendido,3.3,4.5,3.0,2.3,Sim,Não,7.278,5.0,Fase 7 (3º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-74,5,C,Aluno-74,2006,16,Menino,2022,Escola Pública,,,Quartzo,4.989,820,57,7,4,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-28,Mantido na Fase atual,Avaliador-31,Alocado em Fase anterior,9.6,3.3,7.5,Não atendido,2.0,6.0,0.0,0.0,Não,Não,5.833,5.0,Fase 6 (2º EM),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-75,5,F,Aluno-75,2006,16,Menina,2022,Escola Pública,,,Quartzo,3.915,855,59,4,4,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,5.4,3.8,6.3,Sem limitações,0.0,0.0,0.0,,Não,Não,4.625,5.0,Fase 6 (2º EM),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-76,5,F,Aluno-76,2007,15,Menina,2017,Rede Decisão,Ametista,Topázio,Topázio,9.105,3,3,1,4,Avaliador-5,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,Promovido de Fase + Bolsa,10.0,9.1,8.1,Sem limitações,8.7,9.3,8.3,8.4,Não,Sim,9.292,10.0,Fase 5 (1º EM),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-77,5,F,Aluno-77,2006,16,Menino,2019,Escola Pública,Quartzo,Quartzo,Quartzo,3.846,857,60,5,4,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,7.1,2.7,5.0,Não indicado,0.7,0.3,1.8,0.0,Não,Não,4.625,5.0,Fase 6 (2º EM),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-78,5,F,Aluno-78,2005,17,Menino,2018,Rede Decisão,Ametista,Ágata,Ametista,7.04,475,29,2,4,Avaliador-5,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-24,Mantido na Fase + Bolsa,Avaliador-31,Promovido de Fase,8.3,6.6,5.6,Requer avaliação,7.2,8.7,5.7,7.3,Não,Não,8.0,5.0,Fase 7 (3º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-79,5,F,Aluno-79,2006,16,Menina,2018,Rede Decisão,Ametista,Ágata,Ágata,6.847,541,31,3,4,Avaliador-5,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,Promovido de Fase,5.4,6.3,5.6,Requer avaliação,8.9,9.5,7.7,9.5,Não,Não,7.292,5.0,Fase 6 (2º EM),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-80,5,K,Aluno-80,2006,16,Menina,2017,Rede Decisão,Ametista,Topázio,Ametista,7.29,397,26,6,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,Promovido de Fase,9.2,8.3,5.0,Requer avaliação,7.1,6.5,7.7,7.3,Não,Não,7.625,5.0,Fase 6 (2º EM),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-81,5,K,Aluno-81,2008,14,Menina,2017,Rede Decisão,Ametista,Topázio,Ametista,7.675,247,14,2,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-24,Mantido na Fase + Bolsa,Avaliador-31,Promovido de Fase + Bolsa,9.2,9.2,5.0,Requer avaliação,6.0,5.5,5.2,7.3,Não,Não,7.458,10.0,Fase 4 (9º ano),1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-82,5,K,Aluno-82,2005,17,Menina,2022,Escola Pública,,,Ágata,6.596,628,37,9,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,Mantido na Fase atual,8.8,6.8,7.5,Não atendido,5.5,6.0,5.0,,Sim,Não,6.417,5.0,Fase 7 (3º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-83,5,K,Aluno-83,2005,17,Menina,2022,Escola Pública,,,Ágata,6.671,598,35,8,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,Mantido na Fase atual,7.9,6.8,7.5,Não atendido,6.8,6.0,7.5,,Sim,Não,5.958,5.0,Fase 7 (3º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-84,5,K,Aluno-84,2005,17,Menina,2018,Rede Decisão,Ametista,Ametista,Ágata,6.682,596,34,7,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,Promovido de Fase,7.1,8.8,5.0,Requer avaliação,5.8,5.7,6.5,5.2,Não,Não,6.75,5.0,Fase 7 (3º EM),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-85,5,K,Aluno-85,2007,15,Menino,2022,Escola Pública,,,Ágata,6.243,697,43,10,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase,Avaliador-31,Mantido na Fase atual,6.7,7.3,5.0,Requer avaliação,4.3,5.0,3.5,,Não,Não,5.833,10.0,Fase 5 (1º EM),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-86,5,K,Aluno-86,2006,16,Menino,2016,Rede Decisão,Topázio,Ametista,Ametista,7.566,286,18,3,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,Mantido na Fase + Bolsa,7.5,9.6,5.6,Sem limitações,6.7,6.2,7.2,6.9,Não,Sim,8.458,5.0,Fase 6 (2º EM),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-87,5,K,Aluno-87,2007,15,Menino,2021,Rede Decisão,,Ametista,Topázio,8.712,15,6,1,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,Promovido de Fase + Bolsa,8.3,9.6,7.5,Não atendido,8.8,8.3,8.0,10.0,Não,Sim,8.5,10.0,Fase 5 (1º EM),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-88,5,K,Aluno-88,2005,17,Menino,2021,Escola Pública,,Ametista,Ametista,7.498,312,21,4,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,7.1,9.2,5.6,Sem limitações,6.5,6.8,6.2,6.4,Sim,Sim,9.208,5.0,Fase 7 (3º EM),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-89,5,K,Aluno-89,2006,16,Menino,2021,Escola Pública,,Quartzo,Ametista,7.323,383,24,5,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-24,Mantido na Fase atual,Avaliador-31,Promovido de Fase + Bolsa,9.6,7.8,7.5,Não atendido,5.9,7.5,5.7,4.7,Sim,Não,8.0,5.0,Fase 6 (2º EM),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-90,5,L,Aluno-90,2009,13,Menina,2019,Rede Decisão,Topázio,Topázio,Topázio,9.442,1,1,1,4,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Mantido na Fase + Bolsa,Avaliador-31,Promovido de Fase + Bolsa,10.0,9.7,9.4,Sem limitações,8.5,7.7,8.0,9.8,Não,Sim,9.75,10.0,Fase 3 (7º e 8º ano),2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-91,5,L,Aluno-91,2006,16,Menina,2016,Rede Decisão,Ametista,Ametista,Ágata,6.645,608,36,8,4,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,Promovido de Fase + Bolsa,9.2,5.7,5.6,Requer avaliação,6.6,5.5,5.7,8.5,Não,Não,7.125,5.0,Fase 6 (2º EM),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-92,5,L,Aluno-92,2006,16,Menina,2016,Rede Decisão,Topázio,Ametista,Ágata,6.957,501,30,7,4,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,Promovido de Fase + Bolsa,9.2,7.1,5.0,Requer avaliação,7.4,7.8,5.5,8.8,Não,Não,6.667,5.0,Fase 6 (2º EM),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-93,5,L,Aluno-93,2007,15,Menina,2016,Rede Decisão,Ametista,Topázio,Topázio,8.941,6,4,3,4,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Mantido na Fase + Bolsa,Avaliador-31,Promovido de Fase + Bolsa,8.3,9.7,8.1,Sem limitações,8.5,8.8,8.3,8.4,Não,Sim,9.083,10.0,Fase 5 (1º EM),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-94,5,L,Aluno-94,2007,15,Menina,2018,Rede Decisão,Ametista,Topázio,Topázio,8.921,7,5,4,4,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Mantido na Fase + Bolsa,Avaliador-31,Promovido de Fase + Bolsa,8.3,9.6,8.1,Sem limitações,7.7,7.0,6.7,9.5,Não,Sim,9.583,10.0,Fase 5 (1º EM),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
